no,category,subcategory,arxiv_url,title,citations,source,additional_doi
41,Reasoning,VQA,http://arxiv.org/abs/1902.09506 ,GQA: A New Dataset for Real-World Visual Reasoning and Compositional Question Answering,-1,manual,10.1109/cvpr.2019.00686
40,Reasoning,VQA,http://arxiv.org/abs/1902.05715 ,Generating Natural Language Explanations for Visual Question Answering using Scene Graphs and Visual Attention,23,manual,
39,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/1902.00313 ,VrR-VG: Refocusing Visually-Relevant Relationships,11,manual,10.1109/iccv.2019.01050
38,Others,Not Related,http://arxiv.org/abs/1901.10124 ,Adversarial Adaptation of Scene Graph Models for Understanding Civic Issues,2,manual,10.1145/3308558.3313681
37,Scene Graph,Synthesis,http://arxiv.org/abs/1901.03762 ,Using Scene Graph Context to Improve Image Generation,20,manual,
36,Reasoning,VQA,http://arxiv.org/abs/1812.09681 ,Scene Graph Reasoning with Prior Visual Relationship for Visual Question Answering,26,manual,
35,Others,Weakly Related,http://arxiv.org/abs/1812.08434 ,Graph Neural Networks: A Review of Methods and Applications,1450,manual,10.1016/j.aiopen.2021.01.001
34,Reasoning,Scene Understanding,http://arxiv.org/abs/1812.07524 ,Learning Direct Optimization for Scene Understanding,0,manual,10.1016/j.patcog.2020.107369
33,Reasoning,Captioning,http://arxiv.org/abs/1812.02378 ,Auto-Encoding Scene Graphs for Image Captioning,26,manual,10.1109/cvpr.2019.01094
32,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1812.02347 ,Counterfactual Critic Multi-Agent Training for Scene Graph Generation,19,manual,10.1109/iccv.2019.00471
31,Scene Graph,Representation,http://arxiv.org/abs/1812.01880 ,Learning to Compose Dynamic Tree Structures for Visual Contexts,31,manual,10.1109/cvpr.2019.00678
30,Reasoning,Reasoning,http://arxiv.org/abs/1812.01855 ,Explainable and Explicit Visual Reasoning over Scene Graphs,-1,manual,10.1109/cvpr.2019.00857
29,Robotics,Navigation,http://arxiv.org/abs/1811.10696 ,Attentive Relational Networks for Mapping Images to Scene Graphs,11,manual,10.1109/cvpr.2019.00408
28,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1811.09543 ,An Interpretable Model for Scene Graph Generation,8,manual,
27,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1811.08075 ,Scene Graph Generation via Conditional Random Fields,18,manual,
26,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1811.06410 ,LinkNet: Relational Embedding for Scene Graph,6,manual,
25,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1811.03830 ,Image-Level Attentional Context Modeling Using Nested-Graph Neural Networks,2,manual,
24,Others,Active Learning,http://arxiv.org/abs/1810.00912 ,Visual Curiosity: Learning to Ask Questions to Learn Visual Recognition,2,manual,
23,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1809.06213 ,Context-Dependent Diffusion Network for Visual Relationship Detection,0,manual,10.1145/3240508.3240668
22,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1808.00191 ,Graph R-CNN for Scene Graph Generation,10,manual,
21,Scene Graph,3D Scene Graph,http://arxiv.org/abs/1807.05933 ,Visual Graphs from Motion (VGfM): Scene understanding with object geometry reasoning,0,manual,
20,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1806.11538 ,Factorizable Net: An Efficient Subgraph-based Framework for Scene Graph Generation,46,manual,
19,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1804.10660 ,Large-Scale Visual Relationship Understanding,15,manual,10.1609/aaai.v33i01.33019185
18,Scene Graph,Synthesis,http://arxiv.org/abs/1804.01622 ,Image Generation from Scene Graphs,47,manual,10.1109/cvpr.2018.00133
17,Scene Graph,Scene Graph Parsing,http://arxiv.org/abs/1803.09189 ,Scene Graph Parsing as Dependency Parsing,7,manual,10.18653/v1/n18-1037
16,Reasoning,Retrieval,http://arxiv.org/abs/1803.05401 ,Approximate Query Matching for Image Retrieval,1,manual,
15,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1802.05451 ,Mapping Images to Scene Graphs with Permutation-Invariant Structured Prediction,68,manual,
14,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1802.02598 ,Generating Triples with Adversarial Networks for Scene Graph Construction,-1,manual,10.1609/aaai.v32i1.12321
13,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1711.06640 ,Neural Motifs: Scene Graph Parsing with Global Context,-1,manual,10.1109/cvpr.2018.00611
12,Reasoning,Retrieval,http://arxiv.org/abs/1711.00088 ,Semantic Image Retrieval via Active Grounding of Visual Situations,-1,manual,10.1109/icsc.2018.00032
11,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1707.09700 ,"Scene Graph Generation from Objects, Phrases and Region Captions",29,manual,10.1109/iccv.2017.142
10,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1706.07365 ,Pixels to Graphs by Associative Embedding,100,manual,
9,Others,Weakly Related,http://arxiv.org/abs/1705.01661 ,Learning Hierarchical Shape Segmentation and Labeling from Online Repositories,0,manual,10.1145/3072959.3073652
8,Robotics,Manipulation,http://arxiv.org/abs/1704.01189 ,Semantic Robot Programming for Goal-Directed Manipulation in Cluttered Scenes,0,manual,10.1109/icra.2018.8460538
7,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1701.02426 ,Scene Graph Generation by Iterative Message Passing,102,manual,10.1109/cvpr.2017.330
6,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1609.05834 ,On Support Relations and Semantic Scene Graphs,0,manual,10.1016/j.isprsjprs.2017.07.010
5,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/1607.08822 ,SPICE: Semantic Propositional Image Caption Evaluation,1,manual,
4,Reasoning,VQA,http://arxiv.org/abs/1607.05910 ,Visual Question Answering: A Survey of Methods and Datasets,44,manual,10.1016/j.cviu.2017.05.001
3,Others,Not Related,http://arxiv.org/abs/1408.0200 ,Towards a Domain Specific Language for a Scene Graph based Robotic World Model,12,manual,
2,Others,Not Related,http://arxiv.org/abs/1308.5843 ,Affordable Virtual Reality System Architecture for Representation of Implicit Object Properties,9,manual,
1,Others,Not Related,http://arxiv.org/abs/1105.2890 ,Improving Usability of Interactive Graphics Specification and Implementation with Picking Views and Inverse Transformations,3,manual,
